"","id","Title","Artist","Peak","Date.Entered","Successful","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","uri","track_href","analysis_url","duration_ms","time_signature"
"284","3yfqSUWxFvZELEM4PmlwIR","The Real Slim Shady","Eminem","4","5/6/00","1","0.95","0.665","5","-4.286","0","0.061","0.0339","0","0.0453","0.759","104.504","audio_features","spotify:track:3yfqSUWxFvZELEM4PmlwIR","https://api.spotify.com/v1/tracks/3yfqSUWxFvZELEM4PmlwIR","https://api.spotify.com/v1/audio-analysis/3yfqSUWxFvZELEM4PmlwIR","284200","4"
"285","3YuaBvuZqcwN3CEAyyoaei","Like A Stone","Audioslave","31","3/1/03","0","0.614","0.568","7","-5.477","0","0.0276","0.008","0","0.0997","0.51","107.849","audio_features","spotify:track:3YuaBvuZqcwN3CEAyyoaei","https://api.spotify.com/v1/tracks/3YuaBvuZqcwN3CEAyyoaei","https://api.spotify.com/v1/audio-analysis/3YuaBvuZqcwN3CEAyyoaei","293960","4"
"286","3ZdA3QuqHqOJdsczRwT1hg","One Voice","Billy Gilman","38","6/17/00","0","0.442","0.447","0","-8.838","1","0.0252","0.101","0","0.0962","0.178","149.652","audio_features","spotify:track:3ZdA3QuqHqOJdsczRwT1hg","https://api.spotify.com/v1/tracks/3ZdA3QuqHqOJdsczRwT1hg","https://api.spotify.com/v1/audio-analysis/3ZdA3QuqHqOJdsczRwT1hg","249840","4"
"287","3zdDxhDo5SycC7XSAPfdjv","Get It Poppin'","Fat Joe","9","6/4/05","1","0.905","0.55","1","-7.558","1","0.372","0.0628","0","0.0644","0.53","100.813","audio_features","spotify:track:3zdDxhDo5SycC7XSAPfdjv","https://api.spotify.com/v1/tracks/3zdDxhDo5SycC7XSAPfdjv","https://api.spotify.com/v1/audio-analysis/3zdDxhDo5SycC7XSAPfdjv","211320","4"
"288","3ZffCQKLFLUvYM59XKLbVm","Wake Me Up When September Ends","Green Day","6","8/6/05","1","0.546","0.814","7","-5.146","1","0.0314","0.023","0","0.0972","0.133","104.98","audio_features","spotify:track:3ZffCQKLFLUvYM59XKLbVm","https://api.spotify.com/v1/tracks/3ZffCQKLFLUvYM59XKLbVm","https://api.spotify.com/v1/audio-analysis/3ZffCQKLFLUvYM59XKLbVm","285653","4"
"289","3zjLEJ6EPYJHZRtWGMhMSJ","She Couldn't Change Me","Montgomery Gentry","37","4/7/01","0","0.67","0.823","5","-10.592","1","0.033","0.0044","2e-04","0.318","0.802","117.44","audio_features","spotify:track:3zjLEJ6EPYJHZRtWGMhMSJ","https://api.spotify.com/v1/tracks/3zjLEJ6EPYJHZRtWGMhMSJ","https://api.spotify.com/v1/audio-analysis/3zjLEJ6EPYJHZRtWGMhMSJ","260133","4"
"290","3ZOEytgrvLwQaqXreDs2Jx","By The Way","Red Hot Chili Peppers","34","6/15/02","0","0.618","0.938","9","-3.442","1","0.0456","0.0179","0","0.167","0.878","91.455","audio_features","spotify:track:3ZOEytgrvLwQaqXreDs2Jx","https://api.spotify.com/v1/tracks/3ZOEytgrvLwQaqXreDs2Jx","https://api.spotify.com/v1/audio-analysis/3ZOEytgrvLwQaqXreDs2Jx","269000","4"
"291","3zSCNTXI7Ed0PiidZVmzIe","Ignition","R. Kelly","2","11/9/02","1","0.778","0.549","1","-6.144","1","0.0473","0.0549","0","0.0724","0.811","133.041","audio_features","spotify:track:3zSCNTXI7Ed0PiidZVmzIe","https://api.spotify.com/v1/tracks/3zSCNTXI7Ed0PiidZVmzIe","https://api.spotify.com/v1/audio-analysis/3zSCNTXI7Ed0PiidZVmzIe","186040","4"
"292","3zwmW1gM4E8FlHXV5nE16u","Be Yourself","Audioslave","32","3/26/05","0","0.424","0.845","11","-3.467","0","0.0528","0.178","3.58e-06","0.18","0.35","116.657","audio_features","spotify:track:3zwmW1gM4E8FlHXV5nE16u","https://api.spotify.com/v1/tracks/3zwmW1gM4E8FlHXV5nE16u","https://api.spotify.com/v1/audio-analysis/3zwmW1gM4E8FlHXV5nE16u","278973","4"
"293","41bIQPBE1lFN0mmw6Lmssz","21 Questions","50 Cent","1","3/22/03","1","0.547","0.807","6","-4.083","0","0.36","0.388","1e-04","0.0436","0.907","79.823","audio_features","spotify:track:41bIQPBE1lFN0mmw6Lmssz","https://api.spotify.com/v1/tracks/41bIQPBE1lFN0mmw6Lmssz","https://api.spotify.com/v1/audio-analysis/41bIQPBE1lFN0mmw6Lmssz","224427","3"
"294","41D6aNNTmUUd7fWlVNWMN8","I'm A Hustla","Cassidy","34","3/19/05","0","0.727","0.913","8","-5.571","0","0.306","0.283","0","0.527","0.613","90.985","audio_features","spotify:track:41D6aNNTmUUd7fWlVNWMN8","https://api.spotify.com/v1/tracks/41D6aNNTmUUd7fWlVNWMN8","https://api.spotify.com/v1/audio-analysis/41D6aNNTmUUd7fWlVNWMN8","259933","4"
"295","41nT1Sp6ChR65FbsdLlFHW","Bootylicious","Destiny's Child","1","6/9/01","1","0.84","0.835","1","-4.386","0","0.275","0.0028","1.11e-06","0.152","0.624","103.376","audio_features","spotify:track:41nT1Sp6ChR65FbsdLlFHW","https://api.spotify.com/v1/tracks/41nT1Sp6ChR65FbsdLlFHW","https://api.spotify.com/v1/audio-analysis/41nT1Sp6ChR65FbsdLlFHW","207907","4"
"296","41PWz0hAiU9FqsmjR9Wh62","Lovers And Friends","Lil Jon & The East Side Boyz","3","11/27/04","1","0.675","0.501","10","-6.183","1","0.22","0.0541","0","0.429","0.52","139.861","audio_features","spotify:track:41PWz0hAiU9FqsmjR9Wh62","https://api.spotify.com/v1/tracks/41PWz0hAiU9FqsmjR9Wh62","https://api.spotify.com/v1/audio-analysis/41PWz0hAiU9FqsmjR9Wh62","260600","4"
"297","42JgHvkBiAc5ivo0gvVRvQ","The Voice Within","Christina Aguilera","33","11/29/03","0","0.484","0.439","2","-5.995","1","0.0336","0.556","0","0.251","0.153","69.945","audio_features","spotify:track:42JgHvkBiAc5ivo0gvVRvQ","https://api.spotify.com/v1/tracks/42JgHvkBiAc5ivo0gvVRvQ","https://api.spotify.com/v1/audio-analysis/42JgHvkBiAc5ivo0gvVRvQ","304013","4"
"298","42T2QQv3xgBlpQxaSP7lnK","One Last Breath","Creed","6","6/8/02","1","0.388","0.689","2","-5.834","1","0.0337","0.0081","9e-04","0.348","0.199","126.362","audio_features","spotify:track:42T2QQv3xgBlpQxaSP7lnK","https://api.spotify.com/v1/tracks/42T2QQv3xgBlpQxaSP7lnK","https://api.spotify.com/v1/audio-analysis/42T2QQv3xgBlpQxaSP7lnK","238240","4"
"299","42YNobZ4HN3tRVEA47wLT6","When I'm Gone","Eminem","8","11/26/05","1","0.535","0.73","1","-5.574","1","0.355","0.0529","0","0.253","0.741","74.89","audio_features","spotify:track:42YNobZ4HN3tRVEA47wLT6","https://api.spotify.com/v1/tracks/42YNobZ4HN3tRVEA47wLT6","https://api.spotify.com/v1/audio-analysis/42YNobZ4HN3tRVEA47wLT6","281133","4"
"300","43LdgobPlcCc5g9Kmactvy","Why Don't You & I","Santana","8","7/26/03","1","0.495","0.894","10","-4.89","1","0.102","0.136","0","0.106","0.779","168.062","audio_features","spotify:track:43LdgobPlcCc5g9Kmactvy","https://api.spotify.com/v1/tracks/43LdgobPlcCc5g9Kmactvy","https://api.spotify.com/v1/audio-analysis/43LdgobPlcCc5g9Kmactvy","274360","4"
"301","43LdgobPlcCc5g9Kmactvy","Why Don't You & I","Santana","8","7/26/03","1","0.495","0.894","10","-4.89","1","0.102","0.136","0","0.106","0.779","168.062","audio_features","spotify:track:43LdgobPlcCc5g9Kmactvy","https://api.spotify.com/v1/tracks/43LdgobPlcCc5g9Kmactvy","https://api.spotify.com/v1/audio-analysis/43LdgobPlcCc5g9Kmactvy","274360","4"
"302","43LdgobPlcCc5g9Kmactvy","Why Don't You & I","Santana","8","7/26/03","1","0.495","0.894","10","-4.89","1","0.102","0.136","0","0.106","0.779","168.062","audio_features","spotify:track:43LdgobPlcCc5g9Kmactvy","https://api.spotify.com/v1/tracks/43LdgobPlcCc5g9Kmactvy","https://api.spotify.com/v1/audio-analysis/43LdgobPlcCc5g9Kmactvy","274360","4"
"303","43LdgobPlcCc5g9Kmactvy","Why Don't You & I","Santana","8","7/26/03","1","0.495","0.894","10","-4.89","1","0.102","0.136","0","0.106","0.779","168.062","audio_features","spotify:track:43LdgobPlcCc5g9Kmactvy","https://api.spotify.com/v1/tracks/43LdgobPlcCc5g9Kmactvy","https://api.spotify.com/v1/audio-analysis/43LdgobPlcCc5g9Kmactvy","274360","4"
"304","44kgtDJyAFv4Z01z7bIxco","The One","Backstreet Boys, The","30","5/27/00","0","0.663","0.934","5","-4.227","0","0.0348","0.0646","0","0.164","0.615","110.031","audio_features","spotify:track:44kgtDJyAFv4Z01z7bIxco","https://api.spotify.com/v1/tracks/44kgtDJyAFv4Z01z7bIxco","https://api.spotify.com/v1/audio-analysis/44kgtDJyAFv4Z01z7bIxco","226933","4"
"305","45V4Mk7vZV2b9JfSWuUX9m","Graduation (Friends Forever)","Vitamin C","38","4/15/00","0","0.583","0.637","0","-6.464","1","0.0459","0.0072","0.0419","0.177","0.308","80.004","audio_features","spotify:track:45V4Mk7vZV2b9JfSWuUX9m","https://api.spotify.com/v1/tracks/45V4Mk7vZV2b9JfSWuUX9m","https://api.spotify.com/v1/audio-analysis/45V4Mk7vZV2b9JfSWuUX9m","340613","4"
"306","45zdG2KkEnGnwtqtoKrOhK","Blessed","Martina McBride","31","1/12/02","0","0.577","0.653","7","-6.838","1","0.0486","0.166","0","0.066","0.365","114.961","audio_features","spotify:track:45zdG2KkEnGnwtqtoKrOhK","https://api.spotify.com/v1/tracks/45zdG2KkEnGnwtqtoKrOhK","https://api.spotify.com/v1/audio-analysis/45zdG2KkEnGnwtqtoKrOhK","276493","4"
"307","46n2EGFnPC3tzWCN1Aqe26","This I Promise You","N'Sync","5","9/30/00","1","0.55","0.587","2","-6.279","1","0.0329","0.354","0","0.128","0.459","165.975","audio_features","spotify:track:46n2EGFnPC3tzWCN1Aqe26","https://api.spotify.com/v1/tracks/46n2EGFnPC3tzWCN1Aqe26","https://api.spotify.com/v1/audio-analysis/46n2EGFnPC3tzWCN1Aqe26","284760","4"
"308","48JoeKOVOFO7mShxQMBLab","Watch The Wind Blow By","Tim McGraw","32","12/13/03","0","0.517","0.608","10","-7.206","1","0.0265","0.0924","0","0.0707","0.505","62.65","audio_features","spotify:track:48JoeKOVOFO7mShxQMBLab","https://api.spotify.com/v1/tracks/48JoeKOVOFO7mShxQMBLab","https://api.spotify.com/v1/audio-analysis/48JoeKOVOFO7mShxQMBLab","276400","5"
"309","4avs56frsTcnjwy2KlCQ5D","What If She's An Angel","Tommy Shane Steiner","39","2/23/02","0","0.535","0.528","8","-7.453","1","0.0258","0.308","1.11e-06","0.0912","0.41","146.169","audio_features","spotify:track:4avs56frsTcnjwy2KlCQ5D","https://api.spotify.com/v1/tracks/4avs56frsTcnjwy2KlCQ5D","https://api.spotify.com/v1/audio-analysis/4avs56frsTcnjwy2KlCQ5D","215533","4"
"310","4aX78cL9ySD2GNGHbQLnIu","Soul Survivor","Young Jeezy","4","9/3/05","1","0.627","0.466","7","-8.281","0","0.0555","0.0014","0","0.173","0.0899","83.937","audio_features","spotify:track:4aX78cL9ySD2GNGHbQLnIu","https://api.spotify.com/v1/tracks/4aX78cL9ySD2GNGHbQLnIu","https://api.spotify.com/v1/audio-analysis/4aX78cL9ySD2GNGHbQLnIu","280013","4"
"311","4b5aJdOgxps6z0dPe6wCHF","Into You","Fabolous","4","6/14/03","1","0.726","0.568","7","-8.358","0","0.0298","0.179","0","0.0488","0.622","91.906","audio_features","spotify:track:4b5aJdOgxps6z0dPe6wCHF","https://api.spotify.com/v1/tracks/4b5aJdOgxps6z0dPe6wCHF","https://api.spotify.com/v1/audio-analysis/4b5aJdOgxps6z0dPe6wCHF","274333","4"
"312","4b5aJdOgxps6z0dPe6wCHF","Into You","Fabolous","4","6/14/03","1","0.726","0.568","7","-8.358","0","0.0298","0.179","0","0.0488","0.622","91.906","audio_features","spotify:track:4b5aJdOgxps6z0dPe6wCHF","https://api.spotify.com/v1/tracks/4b5aJdOgxps6z0dPe6wCHF","https://api.spotify.com/v1/audio-analysis/4b5aJdOgxps6z0dPe6wCHF","274333","4"
"313","4b5aJdOgxps6z0dPe6wCHF","Into You","Fabolous","4","6/14/03","1","0.726","0.568","7","-8.358","0","0.0298","0.179","0","0.0488","0.622","91.906","audio_features","spotify:track:4b5aJdOgxps6z0dPe6wCHF","https://api.spotify.com/v1/tracks/4b5aJdOgxps6z0dPe6wCHF","https://api.spotify.com/v1/audio-analysis/4b5aJdOgxps6z0dPe6wCHF","274333","4"
"314","4b5aJdOgxps6z0dPe6wCHF","Into You","Fabolous","4","6/14/03","1","0.726","0.568","7","-8.358","0","0.0298","0.179","0","0.0488","0.622","91.906","audio_features","spotify:track:4b5aJdOgxps6z0dPe6wCHF","https://api.spotify.com/v1/tracks/4b5aJdOgxps6z0dPe6wCHF","https://api.spotify.com/v1/audio-analysis/4b5aJdOgxps6z0dPe6wCHF","274333","4"
"315","4BggEwLhGfrbrl7JBhC8EC","Butterfly","Crazy Town","1","1/6/01","1","0.736","0.811","9","-4.17","0","0.081","0.0013","1e-04","0.107","0.603","103.502","audio_features","spotify:track:4BggEwLhGfrbrl7JBhC8EC","https://api.spotify.com/v1/tracks/4BggEwLhGfrbrl7JBhC8EC","https://api.spotify.com/v1/audio-analysis/4BggEwLhGfrbrl7JBhC8EC","216733","4"
"316","4bk78jvK8Fe9YHqruOJW0v","Get The Party Started","Pink","4","10/27/01","1","0.806","0.902","11","-3.387","0","0.0475","0.0013","0","0.212","0.963","128.943","audio_features","spotify:track:4bk78jvK8Fe9YHqruOJW0v","https://api.spotify.com/v1/tracks/4bk78jvK8Fe9YHqruOJW0v","https://api.spotify.com/v1/audio-analysis/4bk78jvK8Fe9YHqruOJW0v","191667","4"
"317","4cj3K119pTNI8cH7TgNwIz","Rain On Me","Ashanti","7","8/30/03","1","0.601","0.776","1","-4.126","1","0.233","0.253","0","0.206","0.469","83.607","audio_features","spotify:track:4cj3K119pTNI8cH7TgNwIz","https://api.spotify.com/v1/tracks/4cj3K119pTNI8cH7TgNwIz","https://api.spotify.com/v1/audio-analysis/4cj3K119pTNI8cH7TgNwIz","315200","4"
"318","4cKGldbhGJniI8BrB3K6tb","Everything You Want","Vertical Horizon","1","1/22/00","1","0.637","0.759","3","-6.389","0","0.0305","0.0504","0","0.0642","0.722","93.898","audio_features","spotify:track:4cKGldbhGJniI8BrB3K6tb","https://api.spotify.com/v1/tracks/4cKGldbhGJniI8BrB3K6tb","https://api.spotify.com/v1/audio-analysis/4cKGldbhGJniI8BrB3K6tb","257067","4"
"319","4DDzkbIwmJVAAo1yJmr5V1","7 Days","Craig David","10","12/8/01","1","0.622","0.823","4","-7.545","0","0.0512","0.216","0","0.0966","0.872","166.019","audio_features","spotify:track:4DDzkbIwmJVAAo1yJmr5V1","https://api.spotify.com/v1/tracks/4DDzkbIwmJVAAo1yJmr5V1","https://api.spotify.com/v1/audio-analysis/4DDzkbIwmJVAAo1yJmr5V1","235213","4"
"320","4DJwdQDai9DLYBL9TNrEDo","Girl On TV","LFO","10","11/20/99","1","0.688","0.716","4","-4.001","0","0.0297","0.131","0","0.134","0.357","96.043","audio_features","spotify:track:4DJwdQDai9DLYBL9TNrEDo","https://api.spotify.com/v1/tracks/4DJwdQDai9DLYBL9TNrEDo","https://api.spotify.com/v1/audio-analysis/4DJwdQDai9DLYBL9TNrEDo","247600","4"
"321","4dvQg9sD8k9y4qiEURuj8v","Lose My Breath","Destiny's Child","3","9/25/04","1","0.814","0.899","1","-5.958","1","0.0637","0.0073","0.219","0.0979","0.534","119.011","audio_features","spotify:track:4dvQg9sD8k9y4qiEURuj8v","https://api.spotify.com/v1/tracks/4dvQg9sD8k9y4qiEURuj8v","https://api.spotify.com/v1/audio-analysis/4dvQg9sD8k9y4qiEURuj8v","242013","4"
"322","4eihdGG3Tga3oFq4yqCDeL","Lighters Up","Lil' Kim","31","9/24/05","0","0.624","0.766","9","-6.31","1","0.396","0.0049","0","0.107","0.722","91.727","audio_features","spotify:track:4eihdGG3Tga3oFq4yqCDeL","https://api.spotify.com/v1/tracks/4eihdGG3Tga3oFq4yqCDeL","https://api.spotify.com/v1/audio-analysis/4eihdGG3Tga3oFq4yqCDeL","262640","4"
"323","4F567TdYkbgwKD7FykZLQd","I Turn To You","Christina Aguilera","3","4/15/00","1","0.59","0.467","1","-8.385","1","0.0386","0.356","0","0.111","0.295","127.17","audio_features","spotify:track:4F567TdYkbgwKD7FykZLQd","https://api.spotify.com/v1/tracks/4F567TdYkbgwKD7FykZLQd","https://api.spotify.com/v1/audio-analysis/4F567TdYkbgwKD7FykZLQd","273733","4"
"324","4fAaLjbtc1Db9EorMgaD1S","Outta Control (Remix)","50 Cent","6","7/23/05","1","0.763","0.647","8","-5.699","0","0.248","0.0283","0","0.0671","0.505","92.046","audio_features","spotify:track:4fAaLjbtc1Db9EorMgaD1S","https://api.spotify.com/v1/tracks/4fAaLjbtc1Db9EorMgaD1S","https://api.spotify.com/v1/audio-analysis/4fAaLjbtc1Db9EorMgaD1S","247827","4"
"325","4faFAhOflLzhfJECveRwva","Lonely No More","Rob Thomas","6","2/19/05","1","0.622","0.899","9","-3.139","0","0.108","0.0317","0","0.0928","0.871","85.844","audio_features","spotify:track:4faFAhOflLzhfJECveRwva","https://api.spotify.com/v1/tracks/4faFAhOflLzhfJECveRwva","https://api.spotify.com/v1/audio-analysis/4faFAhOflLzhfJECveRwva","226346","4"
"326","4FTOpNYcGxnQdGNWSxIcio","Soldier","Destiny's Child","3","11/27/04","1","0.878","0.417","7","-6.799","1","0.361","0.0444","0","0.0833","0.887","77.49","audio_features","spotify:track:4FTOpNYcGxnQdGNWSxIcio","https://api.spotify.com/v1/tracks/4FTOpNYcGxnQdGNWSxIcio","https://api.spotify.com/v1/audio-analysis/4FTOpNYcGxnQdGNWSxIcio","325573","4"
"327","4gdQ8QShlC3toP9Mkc8DwB","Oh Boy","Cam'ron","4","4/20/02","1","0.757","0.784","6","-5.541","0","0.202","0.0289","0","0.119","0.817","83.073","audio_features","spotify:track:4gdQ8QShlC3toP9Mkc8DwB","https://api.spotify.com/v1/tracks/4gdQ8QShlC3toP9Mkc8DwB","https://api.spotify.com/v1/audio-analysis/4gdQ8QShlC3toP9Mkc8DwB","204707","4"
"328","4gJoAvFpDvaeqm2EKYGmhb","Gotta Get Thru This","Daniel Bedingfield","10","7/27/02","1","0.682","0.547","10","-7.705","1","0.0318","0.555","0","0.105","0.264","120","audio_features","spotify:track:4gJoAvFpDvaeqm2EKYGmhb","https://api.spotify.com/v1/tracks/4gJoAvFpDvaeqm2EKYGmhb","https://api.spotify.com/v1/audio-analysis/4gJoAvFpDvaeqm2EKYGmhb","257160","4"
"329","4h7wUvVV8Ff8UL7JqAByiL","I Don't Wanna","Aaliyah","35","1/29/00","0","0.705","0.572","9","-5.603","0","0.0349","0.537","0","0.226","0.651","129.999","audio_features","spotify:track:4h7wUvVV8Ff8UL7JqAByiL","https://api.spotify.com/v1/tracks/4h7wUvVV8Ff8UL7JqAByiL","https://api.spotify.com/v1/audio-analysis/4h7wUvVV8Ff8UL7JqAByiL","255093","4"
"330","4HE1X1MtjHCjxicUHYQmyW","Come A Little Closer","Dierks Bentley","31","9/24/05","0","0.585","0.577","5","-5.752","1","0.0228","0.0587","0.0037","0.102","0.327","80.02","audio_features","spotify:track:4HE1X1MtjHCjxicUHYQmyW","https://api.spotify.com/v1/tracks/4HE1X1MtjHCjxicUHYQmyW","https://api.spotify.com/v1/audio-analysis/4HE1X1MtjHCjxicUHYQmyW","282720","4"
"331","4hHXhCRSnOKd6nMGaivmD0","Hotel","Cassidy","4","12/20/03","1","0.68","0.659","0","-6.855","1","0.211","0.118","0","0.107","0.42","91.259","audio_features","spotify:track:4hHXhCRSnOKd6nMGaivmD0","https://api.spotify.com/v1/tracks/4hHXhCRSnOKd6nMGaivmD0","https://api.spotify.com/v1/audio-analysis/4hHXhCRSnOKd6nMGaivmD0","247040","4"
"332","4hrae8atte6cRlSC9a7VCO","Always On Time","Ja Rule","1","11/17/01","1","0.607","0.714","5","-6.007","0","0.278","0.205","0","0.301","0.838","96.619","audio_features","spotify:track:4hrae8atte6cRlSC9a7VCO","https://api.spotify.com/v1/tracks/4hrae8atte6cRlSC9a7VCO","https://api.spotify.com/v1/audio-analysis/4hrae8atte6cRlSC9a7VCO","245063","4"
"333","4iihDHIoKZdOeOW1kFDUtR","Jaded","Aerosmith","7","1/27/01","1","0.517","0.89","9","-4.033","1","0.0539","0.005","0","0.0824","0.642","118.009","audio_features","spotify:track:4iihDHIoKZdOeOW1kFDUtR","https://api.spotify.com/v1/tracks/4iihDHIoKZdOeOW1kFDUtR","https://api.spotify.com/v1/audio-analysis/4iihDHIoKZdOeOW1kFDUtR","214333","4"
"334","4Kd0FzFpOgIGxlBl4HXuFn","Salt Shaker","Ying Yang Twins","9","11/15/03","1","0.884","0.697","11","-6.022","1","0.128","0.0509","0","0.094","0.328","101.965","audio_features","spotify:track:4Kd0FzFpOgIGxlBl4HXuFn","https://api.spotify.com/v1/tracks/4Kd0FzFpOgIGxlBl4HXuFn","https://api.spotify.com/v1/audio-analysis/4Kd0FzFpOgIGxlBl4HXuFn","252440","4"
"335","4Kgcv788IgBM86F1G56t7i","Mr. Brightside","Killers, The","10","2/12/05","1","0.343","0.879","1","-3.194","1","0.044","2e-04","0.0093","0.1","0.358","151.839","audio_features","spotify:track:4Kgcv788IgBM86F1G56t7i","https://api.spotify.com/v1/tracks/4Kgcv788IgBM86F1G56t7i","https://api.spotify.com/v1/audio-analysis/4Kgcv788IgBM86F1G56t7i","262560","4"
"336","4KoecuyOpZaNFZ0UqVsllc","Follow Me","Uncle Kracker","5","3/10/01","1","0.817","0.585","5","-4.688","1","0.0301","0.439","0","0.147","0.922","105.014","audio_features","spotify:track:4KoecuyOpZaNFZ0UqVsllc","https://api.spotify.com/v1/tracks/4KoecuyOpZaNFZ0UqVsllc","https://api.spotify.com/v1/audio-analysis/4KoecuyOpZaNFZ0UqVsllc","218440","4"
"337","4kOTDj4SiZPkW1p96WMDNv","We Be Burnin'","Sean Paul","6","9/17/05","1","0.955","0.792","1","-4.3","1","0.144","0.148","0","0.0753","0.889","117.026","audio_features","spotify:track:4kOTDj4SiZPkW1p96WMDNv","https://api.spotify.com/v1/tracks/4kOTDj4SiZPkW1p96WMDNv","https://api.spotify.com/v1/audio-analysis/4kOTDj4SiZPkW1p96WMDNv","215213","4"
"338","4kvdX9zzsix7jYHsRVkVUH","A Moment Like This","Kelly Clarkson","1","9/21/02","1","0.414","0.572","8","-3.918","1","0.0311","0.163","0","0.115","0.154","145.184","audio_features","spotify:track:4kvdX9zzsix7jYHsRVkVUH","https://api.spotify.com/v1/tracks/4kvdX9zzsix7jYHsRVkVUH","https://api.spotify.com/v1/audio-analysis/4kvdX9zzsix7jYHsRVkVUH","228280","4"
"339","4L55p6txv9vuCWhpNnY6eY","Dip It Low","Christina Milian","5","4/24/04","1","0.791","0.725","11","-4.244","0","0.076","0.0111","2e-04","0.0882","0.554","84.57","audio_features","spotify:track:4L55p6txv9vuCWhpNnY6eY","https://api.spotify.com/v1/tracks/4L55p6txv9vuCWhpNnY6eY","https://api.spotify.com/v1/audio-analysis/4L55p6txv9vuCWhpNnY6eY","201000","4"
"340","4LlNoNZflek4hZyZigCxpW","Just Another Day In Paradise","Phil Vassar","35","9/30/00","0","0.596","0.706","2","-5.562","1","0.0262","0.351","0","0.36","0.693","146.088","audio_features","spotify:track:4LlNoNZflek4hZyZigCxpW","https://api.spotify.com/v1/tracks/4LlNoNZflek4hZyZigCxpW","https://api.spotify.com/v1/audio-analysis/4LlNoNZflek4hZyZigCxpW","233880","4"
"341","4LmzPJDil70LpiApWfOI6O","Milkshake","Kelis","3","10/4/03","1","0.887","0.774","1","-6.108","1","0.0434","0.0093","0.0213","0.159","0.823","113","audio_features","spotify:track:4LmzPJDil70LpiApWfOI6O","https://api.spotify.com/v1/tracks/4LmzPJDil70LpiApWfOI6O","https://api.spotify.com/v1/audio-analysis/4LmzPJDil70LpiApWfOI6O","182813","4"
"342","4lNP8iOJWfwGDlVV4N4NBq","When I Think About Cheatin'","Gretchen Wilson","39","12/11/04","0","0.494","0.383","9","-7.508","1","0.0256","0.587","3.87e-06","0.344","0.289","78.45","audio_features","spotify:track:4lNP8iOJWfwGDlVV4N4NBq","https://api.spotify.com/v1/tracks/4lNP8iOJWfwGDlVV4N4NBq","https://api.spotify.com/v1/audio-analysis/4lNP8iOJWfwGDlVV4N4NBq","248893","4"
"343","4MeDnO5yA2Zi6IMlVApRci","Freek-A-Leek","Petey Pablo","7","1/3/04","1","0.756","0.691","2","-3.718","1","0.178","0.0744","0","0.364","0.654","104.999","audio_features","spotify:track:4MeDnO5yA2Zi6IMlVApRci","https://api.spotify.com/v1/tracks/4MeDnO5yA2Zi6IMlVApRci","https://api.spotify.com/v1/audio-analysis/4MeDnO5yA2Zi6IMlVApRci","235187","4"
"344","4MtDnnAJ1AtWit10FRmZdW","Don't Phunk With My Heart","Black Eyed Peas, The","3","4/23/05","1","0.691","0.929","5","-2.73","0","0.0645","0.0088","0","0.472","0.587","130.899","audio_features","spotify:track:4MtDnnAJ1AtWit10FRmZdW","https://api.spotify.com/v1/tracks/4MtDnnAJ1AtWit10FRmZdW","https://api.spotify.com/v1/audio-analysis/4MtDnnAJ1AtWit10FRmZdW","239773","4"
"345","4NjR63Up0uMkQBlKvlZd1l","Stickwitu","Pussycat Dolls, The","5","10/22/05","1","0.652","0.551","9","-6.299","1","0.052","0.289","0","0.0778","0.38","79.995","audio_features","spotify:track:4NjR63Up0uMkQBlKvlZd1l","https://api.spotify.com/v1/tracks/4NjR63Up0uMkQBlKvlZd1l","https://api.spotify.com/v1/audio-analysis/4NjR63Up0uMkQBlKvlZd1l","207507","4"
"346","4NvgRMckw4uzjNn2t7taPe","Die Another Day","Madonna","8","10/19/02","1","0.788","0.777","0","-6.213","0","0.0844","0.0681","0.0019","0.11","0.43","123.994","audio_features","spotify:track:4NvgRMckw4uzjNn2t7taPe","https://api.spotify.com/v1/tracks/4NvgRMckw4uzjNn2t7taPe","https://api.spotify.com/v1/audio-analysis/4NvgRMckw4uzjNn2t7taPe","276987","4"
"347","4oY2T9ur7Ll5b2kpBlcWcb","You Rock My World","Michael Jackson","10","9/8/01","1","0.819","0.774","4","-2.53","0","0.101","0.0297","6e-04","0.0896","0.936","95.004","audio_features","spotify:track:4oY2T9ur7Ll5b2kpBlcWcb","https://api.spotify.com/v1/tracks/4oY2T9ur7Ll5b2kpBlcWcb","https://api.spotify.com/v1/audio-analysis/4oY2T9ur7Ll5b2kpBlcWcb","265933","4"
"348","4PkJ7c9y1CwpuVOiJODnCZ","Someday","Nickelback","7","8/23/03","1","0.455","0.858","11","-5.659","0","0.0391","6e-04","2e-04","0.226","0.574","163.118","audio_features","spotify:track:4PkJ7c9y1CwpuVOiJODnCZ","https://api.spotify.com/v1/tracks/4PkJ7c9y1CwpuVOiJODnCZ","https://api.spotify.com/v1/audio-analysis/4PkJ7c9y1CwpuVOiJODnCZ","207467","4"
